SAMPLE ID	IGSN	SOURCE	REFERENCE	CRUISE ID	LATITUDE	LONGITUDE	LOC PREC	MIN AGE	AGE	MAX AGE	MATERIAL	TYPE	COMPOSITION	ROCK NAME	MINERAL	SIO2	TIO2	AL2O3	CR2O3	FE2O3	FE2O3T	FEO	FEOT	NIO	MNO	MGO	CAO	NA2O	K2O	P2O5	BAO	LOI	H2O	H2O_M	H2O_P	SO3	V2O3	ZNO	FE	MN	NI	CO	CU	CD	ZN	AS	AG	S	AL	CA	MG	SR87_SR86	SR87_SR86_INI	RB87_SR86	ND143_ND144	SM147_ND144	PB206_PB204	PB207_PB204	PB208_PB204	BE10	BE10_BE9	SR87_SR86_INI	AR	AR39	AR40	AR38_AR36	AR40_AR36	AR40_AR39	LA	CE	PR	ND	SM	EU	GD	TB	DY	HO	ER	TM	YB	LU	CO2	F	CL	OH	U238_PB204	TH232_PB204	RA	AG	AL	AS	AU	B	BA	BE	BI	BR	C	CA	CD	CO	CR	CS	CU	GA	GER	HF	HG	I	INDIUM	K	LI	MG	MN	MO	NA	NB	NI	P	PB	PD	RB	RE	S	SB	SC	SE	SN	SR	TA	TE	TH	TI	TL	U	V	W	Y	ZN	ZR	TI	AS	AS	GER	H2O_M	H2O_P	H2O_M	H2O_P	INDIUM
SAF365B		GEOROC	KAY, S. M.; COIRA, B. L.; WÖRNER, G.; KAY, R. W.; SINGER, B. S., 2011		-25.5784	-66.9102	0.01				igneous	volcanic	felsic	dacite																												11.7																											49.6162	102.85		40.707	8.1468	1.07		0.799					1.68	0.202													321.47							11.7	21.9	21.667																							10.96			302	2.12		20.25			10.0666														
CG322		GEOROC	WRIGHT, H. M. N.; FOLKES, C. B.; CAS, R. A. F.; CASHMAN, K. V., 2011		-25.6583	-66.874	0.01				igneous	volcanic	felsic	dacite		70.763	0.585	14.539					2.859		0.053	1.127	2.548	3.089	4.218	0.218						0.00507					0		12.6		48																								37.2	67.4	8.52758	29.8	6.9152	1.10614	5.70345	0.817541	4.22206	0.758917	1.91918	0.266926	1.64351	0.246861			0.01029										290.3								12.6	40.8	12.6	23.3		5.495										20.4	0		7.2		319.6				7.1			246	2.45364		26.8			13.2	61.7		20.3	48	184.2									
SAF367B		GEOROC	KAY, S. M.; COIRA, B. L.; WÖRNER, G.; KAY, R. W.; SINGER, B. S., 2011		-25.6661	-66.8784	0.01				igneous	volcanic	felsic	dacite		70.201	0.61	14.561					3.076		0.048	1.285	2.523	3.254	4.262	0.179		0.421103									4	5.3043																											47.6229	106.311		37.5561	7.24622	1.14432		0.738086					1.36679	0.178323													551.22							5.3043	16.5973	107.324				5.41359										16	4				271				6.78868			290.219	1.97061		23.0061			8.8372			13.0548		179									
CG323		GEOROC	WRIGHT, H. M. N.; FOLKES, C. B.; CAS, R. A. F.; CASHMAN, K. V., 2011		-25.6583	-66.874	0.01				igneous	volcanic	felsic	dacite		69.67	0.626	15.448					2.937		0.071	1.176	2.591	3.42	3.834	0.227						0.05412					0		14.2		54.1																								48.3	102.1	11.1308	39.5	7.57727	1.17709	5.55346	0.770302	4.02162	0.695042	1.76012	0.246091	1.55932	0.231481			0.00926										310.1								14.1	41.5	14.2	22.7		5.86253										19.8	0		7.3		355.8				6.4			304.7	2.51202		30.6			11.6	69.3		19.8	54.1	195.3									
SAF363		GEOROC	KAY, S. M.; COIRA, B. L.; WÖRNER, G.; KAY, R. W.; SINGER, B. S., 2011		-25.5178	-66.9584	0.01				igneous	volcanic	felsic	dacite		67.732	0.645	15.846					3.201		0.047	1.188	2.965	3.809	4.322	0.245		0.439738									13.9265	62.6898																											60.5261	120.976		50.254	8.70927	1.53105		0.575466					1.51036	0.174223													599.751							62.6898	15.2766	16.8469				5.67377										16	13.9265				212				7.24928			335.473	2.58263		25.0643			10.559			15.0662		178									
PED34		GEOROC	DAVIDSON, J. P.; FERGUSON, K. M.; COLUCCI, M. T.; DUNGAN, M. A., 1988		-36	-70.5	0.01	0.01	1.305	2.6	igneous	volcanic	felsic	dacite		63.353	1.058	16.427					5.384		0.121	1.46	4.009	4.694	3.122	0.373											13																												32.2				7.52	1.62							3.6														558													9.12											13				92				13.1			358	0.69		9.7						40		313									
BT-1R		GEOROC	COSTA, F. G.; DUNGAN, M. A.; SINGER, B. S., 2001		-36	-70.5	0.01				igneous	volcanic	felsic	dacite		38.176	4.368	14.323	0				17.947		0.186	14.911		0.991	9.097		0.45																																																					0	0																																																																	
GUA301		GEOROC	DAVIDSON, J. P.; FERGUSON, K. M.; COLUCCI, M. T.; DUNGAN, M. A., 1988		-36	-70.5	0.01	0.01	1.305	2.6	igneous	volcanic	felsic	dacite		67.94	0.471	16.059					3.241		0.094	1.131	3.099	4.543	3.266	0.157											14																												22.8				3.32	0.8							1.77														511													5.22											14				127				6			314	0.49		14.5						18		186									
PED156		GEOROC	DAVIDSON, J. P.; DUNGAN, M. A.; FERGUSON, K. M.; COLUCCI, M. T., 1987		-36	-70.5	0.01	0.01	1.305	2.6	igneous	volcanic	felsic	dacite																																						0.70382					18.585												28.3			28									3																															23077											83							382																				
LAGUNA DEL MAULE		GEOROC	STERN, C. R.; AMINI, H.; CHARRIER, R.; GODOY, E.; HERVE, F.; VARELA, J., 1984		-36.02	-70.58	0.01				igneous	volcanic	felsic	rhyolite		73.702	0.191	14.258					1.607			0.211	0.633	5.382	4.016																							0.707202		0.296	0.512754	0.1544													30	62.6		22.8	4.04	0.64							1.88														717									5																			150				2.5			94			19.3						20		193									
PEL57		GEOROC	DAVIDSON, J. P.; DUNGAN, M. A.; FERGUSON, K. M.; COLUCCI, M. T., 1987		-36	-70.5	0.01	0.01	1.305	2.6	igneous	volcanic	felsic	rhyolite																																						0.70409					18.636												25.2			16									1.45																															33121											145							115																				
GUA3		GEOROC	FEELEY, T. C.; DUNGAN, M. A., 1996		-36	-70.5	0.01				igneous	volcanic	felsic	dacite		66.743	0.621	16.047					3.786		0.08	1.292	3.215	4.788	3.276	0.15											11																																																						583								2																11				109							303			13			4	58		20		248									
GUA12		GEOROC	FEELEY, T. C.; DUNGAN, M. A., 1996		-36	-70.5	0.01				igneous	volcanic	felsic	dacite		67.799	0.523	15.648					3.276		0.08	1.377	3.025	4.714	3.427	0.131											6																																																						577								0																6				116							291			16			5	56		17		237									
PETDB-2826-204		EARTHCHEMDB	MACDONALD, R; SMITH, R L; THOMAS, J E, 1991	nr	-36.0333	-70.4333	0.0001				igneous	volcanic	felsic	unknown		74.022	0.251	14.262					1.12		0.09	0.231	0.874	5.173	3.947	0.03					0.2							0.2			36																								36	67		25	4.4	0.69	3.9					0.38	2.1	0.33		0.04	0.1										750	2.5						0.2		4.4				5.3					32			3.7		11			22		162				2.3		2.1	120	1.28		21			5.9		1.9	20	36	174						0.2		0.2	
SAF311B		GEOROC	KAY, S. M.; COIRA, B. L.; WÖRNER, G.; KAY, R. W.; SINGER, B. S., 2011		-25.8042	-66.8139	0.01				igneous	volcanic	felsic	dacite		69.492	0.634	15.516					3.088		0.051	1.098	2.718	3.202	3.982	0.219		0.248925									2.5951	6.8611																											51.2544	110.058		34.4978	6.5318	1.047		0.732					1.2318	0.162													506.21							6.8611	15.3249	11.4222				5.1432										16.0403	2.5951				203.512				6.6176			316.796	1.7213		31.5175			8.0497			16.0403		180.454									
CG 298A		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		63.913	1.08	16.503					4.901		0.08	2.22	4.101	3.401	3.401	0.4		1.1									5.3		7.6		104.5																								69	137.8	16.1	58.6	10.9	1.6	8	1.06	5.3	0.88	2.1	0.28	1.6	0.23													459.1								17.2	16.3	7.6	25.2		6.7										22.5	5.3		11.7		252.9				9.2			311	1.8		25.4			7.5	125.8		23.1	104.5	232.3									
CG 227A		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.8536	-66.8245	0.01				igneous	volcanic	felsic	rhyodacite		68.921	0.6	15.505					2.901		0.05	1.22	2.701	3.201	4.701	0.2		2.4									1		11.7		75.3																								58.4	117.3	13.5	47.4	8.3	1.3	5.6	0.75	3.1	0.67	1.7	0.23	0.9	0.21													582								16.7	15.1	11.7	23.5		6										16.2	1		24.1		254.4				6.6			296.2	1.7		33.9			10.6	64.8		16	75.3	208.4									
CG 256		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		70.107	0.57	15.602					2.9		0.05	1.06	2.2	2.8	4.5	0.21		3.1									0		26.5		79.3																								46	92	10.7	38.6	7.7	1.3	5.8	0.82	4.3	0.76	1.9	0.27	1.6	0.24													489.7								13.5	29.3	26.5	22.1		5.6										19.4	0		45.5		261.3				6.4			265.2	2.2		30.3			13	59.6		20.4	79.3	184.8									
CG 142A		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		69.007	0.63	15.302					3.1		0.05	1.19	2.7	3.5	4.3	0.22											8.1		8.6		65.2																								55.6	110.8	12.6	44.8	8.2	1.3	6	0.82	4.2	0.72	1.8	0.25	1.5	0.23													386								15.4	19	8.6	23.2		5.8										20	8.1		22.7		257.6				6.9			277.2	2.3		31.4			11.4	66.8		19.3	65.2	192.3									
CG267		GEOROC	WRIGHT, H. M. N.; FOLKES, C. B.; CAS, R. A. F.; CASHMAN, K. V., 2011		-25.9988	-66.7747	0.01				igneous	volcanic	felsic	dacite		69.07	0.591	15.332					2.952		0.053	1.226	2.808	2.73	5.025	0.213						0					1.55158		5.5		56.4																								46.9	98	11.3796	39.7	7.56688	1.32244	5.48832	0.769281	4.029	0.720488	1.7836	0.246689	1.52769	0.231973			0.08243										458.5								12.5	104.9	5.5	21.9		5.47448										16.7	1.55158		16.6		302.8				6.3			311.1	2.00651		27.7			10	60.1		20	56.4	187.1									
SAF361		GEOROC	KAY, S. M.; COIRA, B. L.; WÖRNER, G.; KAY, R. W.; SINGER, B. S., 2011		-25.8536	-66.8244	0.01				igneous	volcanic	felsic	dacite		68.834	0.598	15.884					3.055		0.034	0.878	2.784	3.644	4.104	0.184		0.529197									6.64375	6.8087																											47.5047	103.278		39.9356	7.71815	1.16417		0.68695					1.64088	0.210746													497							6.8087	12.4288	18.6651				5.10339										15	6.64375				206				6.86524			315	2.11191		24.8109			11.3041			17		166									
CG237		GEOROC	WRIGHT, H. M. N.; FOLKES, C. B.; CAS, R. A. F.; CASHMAN, K. V., 2011		-25.8909	-66.8086	0.01				igneous	volcanic	felsic	dacite		69.766	0.537	14.814					2.774		0.051	1.077	2.669	3.262	4.853	0.198						0.12234					0.690604		7.3		60.7																								41.2	85.4	10.0629	35.5	6.82552	1.21702	5.17472	0.730378	3.72693	0.667977	1.67955	0.230728	1.45505	0.216322			0.11845										476.1								13.4	23.9	7.3	22.6		5.17325										16.6	0.690604		23.5		291.2				6.7			281	1.99154		27.5			11.5	54.9		18.1	60.7	176.1									
CG-01		GEOROC	GUZMAN, S. R.; PETRINOVIC, I. A.; BROD, J. A.; HONGN, F. D.; SEGGIARO, R. E.; MONTERO, C.; CARNIEL, R.; DANTAS, E. I.; SUDO, M., 2011		-25.9408	-66.6364	0.01	11.6	13.8	16	igneous	volcanic	felsic	dacite		65.821	0.599	16.082					3.881		0.101	1.623	3.876	3.389	4.363	0.264		0.38																																																																																																																						
CG243		GEOROC	WRIGHT, H. M. N.; FOLKES, C. B.; CAS, R. A. F.; CASHMAN, K. V., 2011		-25.8952	-66.8157	0.01				igneous	volcanic	felsic	dacite		69.925	0.595	15.132					3.255		0.052	1.127	2.457	2.888	4.377	0.193						0.05078					1.45801		65.1		71.4																								41.4	80.4	9.95343	34.7	7.32312	1.33299	5.98395	0.896683	4.90277	0.892589	2.28256	0.334237	2.02372	0.312208			0.02938										469.7								12.6	23.5	65.1	21.3		5.60093										18.1	1.45801		26.7		243.6				7.8			240.5	2.13805		23			9.8	59.3		24.7	71.4	197.7									
CG 276		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		69.642	0.58	15.109					2.802		0.05	1.181	3.102	3.502	3.802	0.23		1.2									0		3.7		60.5																								39.4	80.1	9.6	35.3	7.2	1.2	5.6	0.79	4	0.71	1.8	0.24	1.5	0.22													293.5								11.8	42.1	3.7	23		5.4										19.5	0		10.4		301				6.5			285.2	2.3		27.3			11.9	63.5		18.9	60.5	178.4									
CG 216		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		69.472	0.6	15.294					3.099		0.04	0.69	2.599	3.499	4.498	0.21		0.8									0		9.7		62.7																								48.5	96.8	11.1	40.2	7.6	1.3	5.7	0.79	4.1	0.7	1.8	0.25	1.5	0.23													551.5								43.8	16.6	9.7	22.8		5.7										19.1	0		27		263.9				6.7			293.1	2.1		29.1			11.2	61.7		18.9	62.7	188									
CG-04		GEOROC	GUZMAN, S. R.; PETRINOVIC, I. A.; BROD, J. A.; HONGN, F. D.; SEGGIARO, R. E.; MONTERO, C.; CARNIEL, R.; DANTAS, E. I.; SUDO, M., 2011		-25.9972	-66.7569	0.01	11.6	13.8	16	igneous	volcanic	felsic	dacite		67.365	0.698	15.915					3.372		0.051	1.191	3.563	3.214	4.384	0.246		1.29																				0.70871			0.512308	0.1131																																																																																														
CMS-38		GEOROC	GUZMAN, S. R.; PETRINOVIC, I. A.; BROD, J. A.; HONGN, F. D.; SEGGIARO, R. E.; MONTERO, C.; CARNIEL, R.; DANTAS, E. I.; SUDO, M., 2011		-26.0871	-66.6877	0.01				igneous	volcanic	felsic	dacite		66.497	0.634	16.054					4.564		0.133	1.258	3.477	2.833	4.285	0.266		1.71																				0.70877			0.512321	0.1156													33.2	73.3	8.53	31.6	6.46	1.24	5.61	0.98	4.95	0.93	3.11	0.44	3.09	0.46													402	2							5	7.1		17.2		4.7										22.3					177						2	379	1.6		16.5			3.8	103		36.2		173									
CG 341		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		69.858	0.61	14.791					2.998		0.06	1.189	2.698	3.398	4.197	0.2		1.6									1		14.1		74.8																								45.9	91.7	10.6	38.1	7.4	1.2	5.6	0.8	4.1	0.72	1.8	0.26	1.5	0.23													323.9								13.2	52.7	14.1	22.9		5.6										19.9	1		21.6		322.5				6.7			266.4	2.3		30.8			12	64.6		19.1	74.8	182.9									
CG 240		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.8536	-66.8245	0.01				igneous	volcanic	felsic	rhyodacite		69.742	0.57	15.009					2.902		0.05	1.121	2.602	3.202	4.603	0.2		2.4									1.5		7.2		62.8																								47.8	95	10.9	38.5	7.1	1.2	5.2	0.73	3.8	0.68	1.7	0.24	1.4	0.22													474.1								15.5	20.9	7.2	21.8		5.4										18	1.5		25.1		280.3				6			276.2	2		29.4			11.2	63		18	62.8	178.8									
CMS-38PR		GEOROC	GUZMAN, S. R.; PETRINOVIC, I. A.; BROD, J. A.; HONGN, F. D.; SEGGIARO, R. E.; MONTERO, C.; CARNIEL, R.; DANTAS, E. I.; SUDO, M., 2011		-26.0871	-66.6877	0.01	11.6	13.8	16	igneous	volcanic	felsic	dacite		68.36	0.513	16.092					3.417		0.031	1.17	3.079	2.648	4.464	0.226		2.35																																					35.2	70.1	8.24	29.5	5.79	1.12	4.72	0.82	3.88	0.73	2.32	0.35	2.43	0.37													397	3							4	8.3		17.5		5.3										21.7					186						2	366	1.6		19.5			4	88		27.1		202									
CG 337		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		70.079	0.52	15.095					2.699		0.04	0.99	2.399	3.299	4.699	0.18		1.4									1.3		22.5		49.7																								47.9	96	11	39.2	7.5	1.2	5.4	0.75	3.8	0.66	1.7	0.23	1.4	0.22													489								13	31.7	22.5	21.5		5.2										18.6	1.3		27.3		290.9				5.5			264.7	2.2		29.7			11.5	59		17.8	49.7	168.9									
CMS-07		GEOROC	GUZMAN, S. R.; PETRINOVIC, I. A.; BROD, J. A.; HONGN, F. D.; SEGGIARO, R. E.; MONTERO, C.; CARNIEL, R.; DANTAS, E. I.; SUDO, M., 2011		-26.1272	-66.582	0.01	11.6	13.8	16	igneous	volcanic	felsic	dacite		67.907	0.487	15.556					3.21		0.093	1.722	3.402	2.8	4.573	0.249		3.02																																					37.4	72.8	7.33	25.5	4.42	0.96	3.49	0.58	2.85	0.54	1.81	0.25	1.88	0.3													563	3							4	9		17		4.9										21.4					180						2	469	1.4		19.4			4.9	66		21.2		189									
CG218		GEOROC	WRIGHT, H. M. N.; FOLKES, C. B.; CAS, R. A. F.; CASHMAN, K. V., 2011		-25.93	-66.6898	0.01				igneous	volcanic	felsic	dacite		70.382	0.589	14.646					2.924		0.052	1.16	2.562	3.315	4.158	0.212						0.01536					0		15.7		58.7																								43	89.5	10.4217	36.9	7.8865	1.15618	6.01333	0.85972	4.52081	0.777339	1.98158	0.281294	1.71338	0.257798			0.01118										252.3								13.6	28.9	15.7	22.2		5.62236										20.6	0		7.8		323.4				6.6			244.1	2.59846		29.5			13.7	63		20.8	58.7	182									
CG 299		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		69.296	0.639	15.077					3.195		0.05	1.228	2.696	3.295	4.294	0.23		1.2									2		11.5		52.4																								49.9	100.9	11.6	41.4	7.8	1.3	5.8	0.78	4	0.69	1.7	0.24	1.4	0.22													477.1								17	19.5	11.5	22.2		5.9										19.4	2		9.8		265.7				6.9			290.6	2.1		30.5			10.8	71.4		18.3	52.4	199.4									
CG 342		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		70.286	0.61	14.997					2.5		0.05	1.2	2.599	3.299	4.299	0.16		1.6									0.1		4.8		57.9																								49.4	98.1	11.3	39.9	7.6	1.2	5.5	0.79	4.1	0.72	1.8	0.26	1.6	0.23													334.8								15.4	25.3	4.8	23.3		5.6										20.5	0.1		22.9		271.5				6.9			265.9	2.4		31.2			21.4	56.2		19.1	57.9	184.6									
CG 244		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.8536	-66.8245	0.01				igneous	volcanic	felsic	rhyodacite		69.814	0.55	14.603					2.801		0.05	1.42	2.701	3.501	4.301	0.26		3.3									0.5		35.5		100.6																								43.5	86.1	10	35.8	6.8	1.3	5.1	0.74	3.8	0.68	1.8	0.25	1.5	0.23													516.2								14.3	23.9	35.5	20.8		5										16.9	0.5		32.3		244.4				6.5			283.9	1.8		21.1			8.3	58		19.1	100.6	171.2									
CG 294		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		68.831	0.659	15.085					3.297		0.06	1.249	2.797	3.397	4.396	0.23		1.5									0.9		7.9		66.4																								47.7	100.9	12.3	46.1	9.5	1.4	7.3	1.03	6.6	0.94	2.3	0.31	2.9	0.27													450.8								14.4	21.3	7.9	22.9		6										21	0.9		21.2		262.5				7.2			284.2	2.7		28.2			11.5	77		21.3	66.4	200.5									
CMS-15		GEOROC	GUZMAN, S. R.; PETRINOVIC, I. A.; BROD, J. A.; HONGN, F. D.; SEGGIARO, R. E.; MONTERO, C.; CARNIEL, R.; DANTAS, E. I.; SUDO, M., 2011		-26.1379	-66.6023	0.01	11.6	13.8	16	igneous	volcanic	felsic	dacite		66.393	0.571	15.464					3.874		0.106	1.703	4.749	2.264	4.601	0.275		5.54																																					37.8	78.1	8.17	29.4	5.51	1.13	4.25	0.72	3.36	0.68	2.15	0.32	2.19	0.3													619	1							2	5.9		17.2		4.7										22.4					184						1	410	1.5		17.3			3.9	70		24.5		184									
CG257		GEOROC	WRIGHT, H. M. N.; FOLKES, C. B.; CAS, R. A. F.; CASHMAN, K. V., 2011		-25.9855	-66.7629	0.01				igneous	volcanic	felsic	dacite		69.069	0.619	15.453					3.052		0.051	1.255	2.588	3.131	4.582	0.199						0					0.725983		16.9		63.9																								49.2	96.3	11.4645	39.4	7.78264	1.27987	5.66779	0.773561	3.99522	0.688921	1.68848	0.237883	1.4534	0.21334			0.08948										510.6								15.6	24.3	16.9	24.2		5.7036										17.6	0.725983		23		258				6.3			293.8	2.03446		29.3			10.2	67.7		18.1	63.9	196.4									
CG 141		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		69.751	0.61	14.89					2.998		0.05	1.169	2.698	3.298	4.297	0.24											5.7		6.1		59.3																								56.7	113.3	13.1	46.3	8.7	1.3	6.2	0.84	4.3	0.74	1.8	0.25	1.5	0.23													321.8								12.5	22.3	6.1	23.9		5.3										19.8	5.7		20.2		251.3				6.8			260.5	2.2		33.8			11.7	67.5		19.7	59.3	178.3									
CG 122		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		67.054	0.56	15.412					4.003		0.05	1.221	3.403	3.303	4.704	0.29											8.5		39.5		133.3																								44	88.4	10.3	37.5	7.3	1.2	5.6	0.79	5.1	0.75	1.9	0.27	2.1	0.25													530.3								15	17.8	39.5	22.1		5.2										20	8.5		54.4		212				7			264.4	2.5		29.2			11	60.9		20.1	133.3	175.9									
CG 121A		GEOROC	FOLKES, C. B.; DE SILVA, S. L.; WRIGHT, H. M. N.; CAS, R. A. F., 2011		-25.85	-66.81	0.01				igneous	volcanic	felsic	rhyodacite		69.521	0.56	14.904					2.701		0.05	1.14	3.201	3.401	4.301	0.22											7.5		9.7		61.3																								41.8	84.5	9.9	36.1	7.2	1.1	5.4	0.78	4.1	0.7	1.8	0.25	1.5	0.23													358.8								13.3	19.4	9.7	22.2		5.2										19.5	7.5		23.4		254.7				6.3			261.2	2.4		29.3			12.3	58.4		18.9	61.3	171.6									
